369 / 41 = 9
1216 / 76 = 16
3069 / 93 = 33
8736 / 96 = 91
3402 / 63 = 54
5432 / 56 = 97
920 / 46 = 20
4482 / 54 = 83
4620 / 66 = 70
1672 / 38 = 44
2870 / 35 = 82
4503 / 57 = 79
7998 / 93 = 86
2277 / 23 = 99
4536 / 81 = 56
1739 / 47 = 37
2470 / 65 = 38
960 / 24 = 40
4067 / 83 = 49
4899 / 69 = 71
2618 / 34 = 77
3116 / 76 = 41
6693 / 69 = 97
2562 / 42 = 61
3600 / 40 = 90
2000 / 100 = 20
4116 / 84 = 49
6528 / 68 = 96
2821 / 91 = 31
23 / 23 = 1
6603 / 93 = 71
1224 / 18 = 68
6942 / 89 = 78
2816 / 64 = 44
2262 / 58 = 39
7128 / 88 = 81
11 / 1 = 11
576 / 24 = 24
688 / 16 = 43
3124 / 71 = 44
3773 / 77 = 49
6624 / 72 = 92
540 / 36 = 15
2090 / 95 = 22
5712 / 68 = 84
770 / 70 = 11
3850 / 77 = 50
300 / 4 = 75
550 / 10 = 55
1264 / 16 = 79
560 / 20 = 28
1235 / 13 = 95
6150 / 75 = 82
442 / 34 = 13
2100 / 60 = 35
5256 / 72 = 73
2058 / 49 = 42
4732 / 52 = 91
4118 / 71 = 58
3245 / 55 = 59
7821 / 79 = 99
5600 / 70 = 80
860 / 43 = 20
6111 / 63 = 97
3400 / 68 = 50
456 / 8 = 57
1665 / 45 = 37
4161 / 73 = 57
4131 / 81 = 51
497 / 7 = 71
6110 / 94 = 65
4650 / 93 = 50
2592 / 32 = 81
2759 / 89 = 31
1107 / 27 = 41
882 / 14 = 63
1075 / 25 = 43
1292 / 34 = 38
462 / 66 = 7
1342 / 22 = 61
28 / 14 = 2
696 / 29 = 24
84 / 14 = 6
7832 / 88 = 89
6110 / 65 = 94
4794 / 94 = 51
40 / 2 = 20
3267 / 33 = 99
57 / 3 = 19
2730 / 39 = 70
1422 / 18 = 79
1848 / 21 = 88
6072 / 92 = 66
9108 / 92 = 99
1785 / 21 = 85
7553 / 83 = 91
152 / 19 = 8
5265 / 81 = 65
688 / 16 = 43
57 / 3 = 19
2548 / 91 = 28
2709 / 43 = 63
7154 / 98 = 73
8460 / 90 = 94
1806 / 42 = 43
4872 / 56 = 87
2592 / 32 = 81
5313 / 69 = 77
318 / 53 = 6
4150 / 50 = 83
9310 / 95 = 98
7728 / 84 = 92
740 / 20 = 37
2001 / 69 = 29
90 / 1 = 90
3008 / 64 = 47
585 / 45 = 13
2944 / 32 = 92
2028 / 52 = 39
4539 / 51 = 89
4392 / 72 = 61
4264 / 52 = 82
3364 / 58 = 58
4368 / 52 = 84
3600 / 60 = 60
1054 / 62 = 17
1444 / 38 = 38
8008 / 88 = 91
66 / 3 = 22
2331 / 37 = 63
1598 / 34 = 47
