-720 / -16 = 45
0 / -83 = 0
2618 / 77 = 34
1650 / 50 = 33
1254 / -22 = -57
-3355 / -55 = 61
-3080 / 56 = -55
2960 / -74 = -40
-308 / 7 = -44
4536 / -81 = -56
-74 / -1 = 74
-6882 / -74 = 93
595 / 17 = 35
-2610 / 30 = -87
442 / -26 = -17
-2585 / -55 = 47
-1188 / 18 = -66
7470 / -90 = -83
97 / 1 = 97
-6633 / 67 = -99
4060 / -58 = -70
3081 / 79 = 39
-2805 / -33 = 85
-164 / 2 = -82
2204 / -58 = -38
3953 / -67 = -59
-2080 / 52 = -40
-4440 / 74 = -60
-3649 / 41 = -89
-3726 / -81 = 46
6966 / -86 = -81
0 / 72 = 0
1080 / 27 = 40
1386 / 33 = 42
2268 / 54 = 42
-320 / -40 = 8
1224 / 36 = 34
-6831 / 69 = -99
455 / 35 = 13
25 / 25 = 1
936 / 24 = 39
-1081 / 47 = -23
-6300 / 75 = -84
2414 / 34 = 71
138 / 69 = 2
-713 / -31 = 23
-6603 / -71 = 93
540 / 54 = 10
-5130 / 57 = -90
4186 / -91 = -46
-1106 / -79 = 14
1420 / 71 = 20
-300 / 12 = -25
-616 / -56 = 11
2673 / -27 = -99
-4416 / -96 = 46
1079 / -83 = -13
-7560 / 90 = -84
3640 / -52 = -70
2400 / 100 = 24
-2415 / 69 = -35
4779 / 59 = 81
3312 / 92 = 36
-5355 / -63 = 85
160 / -2 = -80
-168 / -14 = 12
4704 / 56 = 84
2622 / -46 = -57
2350 / -25 = -94
-5780 / -68 = 85
-3698 / -43 = 86
1869 / -89 = -21
-714 / -21 = 34
-288 / 9 = -32
-2898 / -42 = 69
1600 / 25 = 64
459 / -9 = -51
-2024 / -88 = 23
-1320 / 15 = -88
-1116 / 62 = -18
-66 / -6 = 11
900 / 36 = 25
3654 / -63 = -58
2944 / 46 = 64
-684 / -38 = 18
1494 / 18 = 83
4293 / -53 = -81
-7056 / 84 = -84
-7426 / 79 = -94
375 / -75 = -5
-1377 / -81 = 17
736 / -32 = -23
1012 / -46 = -22
-6732 / 99 = -68
-2848 / -89 = 32
-456 / 24 = -19
-4617 / -57 = 81
-192 / -16 = 12
-185 / 37 = -5
1566 / -54 = -29
-2397 / -51 = 47
-957 / -33 = 29
4704 / 56 = 84
-8075 / -95 = 85
-7520 / 94 = -80
1428 / -34 = -42
3828 / 58 = 66
2112 / -96 = -22
92 / 1 = 92
-2160 / 36 = -60
-310 / -10 = 31
-774 / -86 = 9
4158 / -66 = -63
-2236 / -52 = 43
3416 / -61 = -56
-697 / -17 = 41
2464 / -77 = -32
-1768 / 52 = -34
-1340 / -67 = 20
0 / 18 = 0
-1248 / -32 = 39
-4104 / -57 = 72
-5561 / -83 = 67
-4753 / 49 = -97
1944 / -54 = -36
-576 / 6 = -96
1944 / -72 = -27
427 / 61 = 7
2331 / 63 = 37
-2079 / -63 = 33
-8645 / -95 = 91
2400 / 30 = 80
765 / -15 = -51
3526 / -41 = -86
231 / 33 = 7
3250 / -65 = -50
-5183 / 71 = -73
240 / 16 = 15
-2600 / 26 = -100
4950 / -50 = -99
3266 / 46 = 71
6853 / -77 = -89
3570 / -70 = -51
294 / 6 = 49
2016 / -42 = -48
-527 / 31 = -17
-34 / -34 = 1
-470 / 47 = -10
-1440 / -72 = 20
-3239 / -79 = 41
-228 / 57 = -4
-2280 / -76 = 30
-3036 / 66 = -46
-1140 / -57 = 20
-2460 / -82 = 30
-70 / -2 = 35
6640 / -83 = -80
-3312 / -69 = 48
124 / 31 = 4
-6 / 3 = -2
-9310 / -98 = 95
-9024 / 94 = -96
-288 / 32 = -9
-3720 / -93 = 40
3337 / -47 = -71
-870 / -30 = 29
667 / -29 = -23
-460 / -23 = 20
2320 / -40 = -58
975 / -25 = -39
1386 / -22 = -63
6806 / -83 = -82
-8624 / 98 = -88
5335 / -55 = -97
360 / 90 = 4
-2520 / 45 = -56
-1925 / 55 = -35
-1680 / 35 = -48
55 / 11 = 5
-1649 / -17 = 97
44 / -11 = -4
-40 / 2 = -20
638 / -29 = -22
210 / -10 = -21
78 / -2 = -39
-2184 / 56 = -39
4730 / 86 = 55
-1088 / 32 = -34
3431 / -47 = -73
5888 / -64 = -92
-700 / -28 = 25
-616 / -8 = 77
1700 / -34 = -50
-936 / 72 = -13
3870 / -45 = -86
-360 / -20 = 18
-1518 / 33 = -46
-296 / 4 = -74
5626 / 58 = 97
5500 / -55 = -100
-2145 / 33 = -65
-360 / -24 = 15
-2225 / 89 = -25
3515 / -37 = -95
-192 / -16 = 12
-270 / 3 = -90
4582 / 58 = 79
5478 / -66 = -83
-2418 / 39 = -62
4675 / -55 = -85
-6399 / -79 = 81
-2850 / -38 = 75
4095 / 65 = 63
-5643 / -57 = 99
2280 / -38 = -60
1407 / -21 = -67
4753 / 49 = 97
25 / 1 = 25
598 / -13 = -46
-4002 / -58 = 69
-9021 / 93 = -97
8148 / 84 = 97
-6237 / 77 = -81
-3081 / -39 = 79
-1922 / 62 = -31
-553 / -79 = 7
3015 / 45 = 67
8064 / -84 = -96
-5208 / 84 = -62
6880 / -80 = -86
-4900 / 50 = -98
-304 / 76 = -4
1890 / 42 = 45
-666 / -9 = 74
3025 / -55 = -55
-4960 / -80 = 62
8645 / 91 = 95
-5994 / -74 = 81
280 / -4 = -70
4675 / -85 = -55
-8800 / -100 = 88
-190 / 19 = -10
-4488 / -88 = 51
-1054 / 62 = -17
1365 / -21 = -65
923 / -71 = -13
1196 / -13 = -92
-730 / -10 = 73
-403 / -31 = 13
-3185 / -49 = 65
-240 / 80 = -3
-4712 / 76 = -62
216 / -18 = -12
-378 / -18 = 21
3354 / 39 = 86
-7826 / -86 = 91
4785 / -55 = -87
-256 / 8 = -32
4080 / 80 = 51
-2960 / -80 = 37
-1612 / 62 = -26
-891 / 33 = -27
-1404 / 78 = -18
138 / 3 = 46
972 / 12 = 81
8370 / -93 = -90
7650 / 85 = 90
-1932 / -84 = 23
495 / 5 = 99
-3248 / -58 = 56
-1056 / 66 = -16
-384 / -64 = 6
-4416 / 92 = -48
5607 / 89 = 63
414 / -18 = -23
680 / -68 = -10
-6732 / -68 = 99
-2475 / -45 = 55
2964 / 38 = 78
162 / -3 = -54
1140 / -60 = -19
2870 / 35 = 82
3315 / -51 = -65
525 / 25 = 21
581 / -7 = -83
3038 / 98 = 31
1440 / 48 = 30
-9120 / -95 = 96
-5856 / -96 = 61
-2688 / -28 = 96
4400 / -50 = -88
1666 / -98 = -17
-2800 / 70 = -40
2300 / 23 = 100
568 / -8 = -71
-9312 / 96 = -97
-4760 / -70 = 68
-3105 / 69 = -45
3136 / -32 = -98
532 / -38 = -14
1180 / -20 = -59
1281 / -21 = -61
-9108 / 99 = -92
-1008 / -16 = 63
-270 / 10 = -27
-559 / 13 = -43
8188 / 89 = 92
-4032 / 48 = -84
-2077 / 31 = -67
-26 / 1 = -26
3570 / 70 = 51
950 / -95 = -10
1794 / 23 = 78
-792 / -24 = 33
