-765 - -269 = -496
-115 - -995 = 880
-571 + -171 = -742
-262 + -826 = -1088
-247 + -814 = -1061
-856 - -947 = 91
-880 + -792 = -1672
-936 - -166 = -770
-948 + -408 = -1356
-652 - -416 = -236
-642 + 2 = -640
-105 + -661 = -766
-647 + -915 = -1562
-925 + -399 = -1324
-227 + -201 = -428
-17 + -836 = -853
-629 + -520 = -1149
-291 - -173 = -118
-80 - -713 = 633
-579 - 17 = -596
-967 - -824 = -143
-541 - -894 = 353
-391 + -477 = -868
-332 + -31 = -363
-15 + -685 = -700
-801 + -378 = -1179
-830 + -705 = -1535
-979 + 5 = -974
-983 + -461 = -1444
-943 + -802 = -1745
-311 + -350 = -661
-225 + -568 = -793
-823 + -429 = -1252
-527 + -972 = -1499
-917 + -770 = -1687
92 + -921 = -829
-478 + -425 = -903
-410 - -154 = -256
-141 + -234 = -375
33 + 83 = 116
-679 + -529 = -1208
-946 + -100 = -1046
-446 + 62 = -384
-830 + -234 = -1064
-378 - 67 = -445
-798 + -174 = -972
-77 + -641 = -718
-873 - -118 = -755
-887 + -694 = -1581
-388 + -420 = -808
-67 + -240 = -307
-624 - -554 = -70
-748 + -285 = -1033
-417 + -153 = -570
44 + -534 = -490
-411 + -215 = -626
74 + -371 = -297
-720 - -302 = -418
-613 - -494 = -119
-789 + 63 = -726
-401 - -50 = -351
-837 - -256 = -581
-716 + 41 = -675
-581 - -366 = -215
-290 - -912 = 622
-229 - -538 = 309
81 + 21 = 102
-494 - -451 = -43
88 + -136 = -48
-240 - -8 = -232
-773 + -793 = -1566
-965 + -457 = -1422
-841 + -450 = -1291
-653 - 35 = -688
-197 + -416 = -613
-632 - -507 = -125
-804 - -703 = -101
-257 - -236 = -21
-995 + -796 = -1791
-501 + -72 = -573
-243 + -162 = -405
-610 - 8 = -618
96 - -524 = 620
-258 + -319 = -577
-497 + -196 = -693
-824 + -470 = -1294
-497 - -291 = -206
53 - -613 = 666
-220 + -248 = -468
-503 - -659 = 156
-928 + -890 = -1818
-607 + -924 = -1531
-566 + -243 = -809
-691 - -471 = -220
-418 - -589 = 171
-381 + -707 = -1088
-425 - -723 = 298
-606 + -661 = -1267
-990 - -992 = 2
-371 + 28 = -343
-148 - -433 = 285
-660 - -209 = -451
-154 + -859 = -1013
-644 - -452 = -192
-55 + -694 = -749
-698 + -428 = -1126
-36 - -420 = 384
-602 - -92 = -510
-883 - -213 = -670
-13 - -221 = 208
-556 - -39 = -517
-565 - -264 = -301
-363 - -47 = -316
-303 + -556 = -859
-516 - -485 = -31
-157 - -897 = 740
-959 + -730 = -1689
-477 - -557 = 80
-402 - -287 = -115
-421 + -901 = -1322
-768 - -865 = 97
-691 - -871 = 180
-860 + -195 = -1055
-619 + -688 = -1307
-993 - -426 = -567
1 - -662 = 663
-407 + 20 = -387
99 - -30 = 129
-124 + -96 = -220
-969 - -660 = -309
-182 + -449 = -631
-924 - -189 = -735
-189 + -874 = -1063
-333 - -194 = -139
-658 - -353 = -305
-581 - -241 = -340
-540 + -341 = -881
-200 - -690 = 490
-374 + -320 = -694
29 + -964 = -935
-2 + -930 = -932
-376 + 65 = -311
-424 + -387 = -811
-455 + -771 = -1226
-618 + -998 = -1616
71 - -597 = 668
-23 + -683 = -706
-71 + 56 = -15
-673 + -640 = -1313
-957 - -222 = -735
-32 + -734 = -766
-65 - -994 = 929
-224 + -973 = -1197
-221 - -616 = 395
-313 - -546 = 233
-993 - -764 = -229
-501 - -102 = -399
-201 - -660 = 459
-946 + -495 = -1441
-800 + -135 = -935
-365 - -487 = 122
-836 + -128 = -964
-88 - -440 = 352
-99 + 63 = -36
-832 + -732 = -1564
-759 - -501 = -258
-211 + -970 = -1181
-8 - -68 = 60
-796 - 58 = -854
-245 + -458 = -703
-528 + -483 = -1011
-180 - -442 = 262
77 - -393 = 470
-790 + -401 = -1191
-907 - -272 = -635
-621 + -890 = -1511
-248 - -618 = 370
-968 + -669 = -1637
-884 - -743 = -141
-624 - -953 = 329
-14 - -379 = 365
-126 + -429 = -555
-210 - -943 = 733
2 + -369 = -367
-336 + -662 = -998
-860 + -925 = -1785
-128 - -417 = 289
-8 + -590 = -598
-935 + -345 = -1280
-309 - -503 = 194
-826 - -344 = -482
-623 + -510 = -1133
-418 + -874 = -1292
-630 - -50 = -580
-630 + -645 = -1275
-511 + -872 = -1383
-697 - -442 = -255
-206 + -423 = -629
-603 + -381 = -984
-916 - -522 = -394
-796 - -773 = -23
-690 + -509 = -1199
-134 - -712 = 578
-159 + -650 = -809
-180 - -216 = 36
-153 - -532 = 379
-970 - -785 = -185
-131 + -580 = -711
-211 - -14 = -197
-181 - -76 = -105
-507 + -85 = -592
-141 + -278 = -419
-717 + -840 = -1557
-201 - -139 = -62
-267 + -599 = -866
-390 + -601 = -991
-278 + -349 = -627
-241 + -878 = -1119
-332 - -809 = 477
-810 + -306 = -1116
-822 + -660 = -1482
53 + -630 = -577
-941 - -726 = -215
-793 - -714 = -79
-680 - -402 = -278
-702 - -823 = 121
-859 - -61 = -798
-920 - -797 = -123
84 + -764 = -680
-216 + -505 = -721
-563 + -865 = -1428
29 + -218 = -189
-977 + -891 = -1868
-81 + 0 = -81
-634 - -241 = -393
2 + -411 = -409
-328 - -655 = 327
-830 + -204 = -1034
-298 + -357 = -655
-475 + -379 = -854
-84 + -913 = -997
24 - -466 = 490
-645 + -363 = -1008
-496 - -97 = -399
-967 + -768 = -1735
-31 + -391 = -422
-584 + -569 = -1153
-943 - -680 = -263
-811 - -50 = -761
-363 - -867 = 504
-920 - -412 = -508
-830 - 81 = -911
-740 + -800 = -1540
-974 + -66 = -1040
-283 - -334 = 51
-51 - -174 = 123
-700 - -974 = 274
-692 + 64 = -628
-7 - -554 = 547
-506 + -869 = -1375
-143 + -901 = -1044
-471 + -545 = -1016
-627 - 20 = -647
-732 + -675 = -1407
-662 - -395 = -267
-370 - -427 = 57
88 + -636 = -548
-362 + -803 = -1165
76 - -600 = 676
-921 + -372 = -1293
-351 - -899 = 548
-270 - -877 = 607
-533 - -295 = -238
48 - -804 = 852
-411 + -725 = -1136
90 - -678 = 768
-373 + -708 = -1081
-369 + -616 = -985
91 - -911 = 1002
97 + -400 = -303
-326 + -466 = -792
-522 + -913 = -1435
-879 + -272 = -1151
-410 + -202 = -612
-889 - 0 = -889
-456 + -814 = -1270
-263 - -971 = 708
-485 + -361 = -846
-912 - -568 = -344
-402 + -495 = -897
-608 - -13 = -595
-152 - -228 = 76
-288 - -452 = 164
74 + -537 = -463
-920 - -340 = -580
-491 + -838 = -1329
6 + -620 = -614
-63 + -342 = -405
-427 - -268 = -159
46 + -722 = -676
23 + -465 = -442
-26 + -845 = -871
-771 - -540 = -231
-418 - -491 = 73
-765 + -175 = -940
-590 + -257 = -847
-255 - -635 = 380
-491 + -796 = -1287
-271 + -453 = -724
-430 + 56 = -374
-688 - -633 = -55
-919 - -176 = -743
-619 - -21 = -598
-469 + -882 = -1351
-3 + -936 = -939
-136 - -927 = 791
-329 - -38 = -291
-242 - -534 = 292
-178 + -312 = -490
-217 - -956 = 739
-914 - -277 = -637
-468 - -474 = 6
-282 - -846 = 564
-62 - -350 = 288
-290 + -705 = -995
-332 + -340 = -672
17 + -457 = -440
-888 - -495 = -393
-890 + -315 = -1205
