-9 x 7 = -63
1 x 4 = 4
2 x 5 = 10
-7 x -1 = 7
9 x 1 = 9
1 x -2 = -2
-1 x -6 = 6
-9 x -7 = 63
-8 x 2 = -16
-3 x -1 = 3
9 x 5 = 45
1 x 2 = 2
-5 x -2 = 10
-6 x -3 = 18
-2 x -1 = 2
2 x 10 = 20
-6 x -6 = 36
-1 x -8 = 8
-4 x 5 = -20
4 x -5 = -20
4 x 1 = 4
5 x -5 = -25
-2 x -2 = 4
-3 x 4 = -12
-6 x -9 = 54
7 x 0 = 0
-6 x -10 = 60
3 x -3 = -9
0 x -7 = 0
-3 x -3 = 9
-1 x -7 = 7
-1 x 3 = -3
7 x 1 = 7
-2 x -7 = 14
2 x 8 = 16
9 x -4 = -36
-4 x -5 = 20
-9 x -2 = 18
4 x 8 = 32
-2 x -8 = 16
9 x 1 = 9
-3 x 0 = 0
9 x 2 = 18
5 x 8 = 40
-1 x -3 = 3
-2 x 9 = -18
-3 x -1 = 3
5 x 5 = 25
-9 x 7 = -63
8 x -3 = -24
4 x 5 = 20
3 x -4 = -12
-6 x -8 = 48
8 x 9 = 72
1 x 0 = 0
6 x -6 = -36
-3 x -1 = 3
10 x 2 = 20
-2 x -4 = 8
-9 x -4 = 36
-9 x -3 = 27
4 x -8 = -32
3 x 9 = 27
1 x -2 = -2
5 x 4 = 20
7 x 2 = 14
-7 x -3 = 21
-7 x -10 = 70
3 x -3 = -9
5 x -9 = -45
-4 x 5 = -20
1 x -2 = -2
-9 x -1 = 9
7 x 1 = 7
-7 x 3 = -21
-4 x -2 = 8
-3 x -1 = 3
-3 x 2 = -6
-7 x -7 = 49
-8 x 5 = -40
1 x 6 = 6
7 x -4 = -28
-2 x 6 = -12
0 x -5 = 0
-6 x 8 = -48
-1 x 6 = -6
10 x -10 = -100
9 x 7 = 63
0 x 7 = 0
6 x -7 = -42
10 x 7 = 70
2 x 2 = 4
10 x 4 = 40
1 x -9 = -9
4 x -3 = -12
-9 x -6 = 54
6 x 1 = 6
1 x -3 = -3
5 x -5 = -25
7 x 10 = 70
5 x -2 = -10
8 x 4 = 32
5 x -5 = -25
-3 x 3 = -9
0 x 0 = 0
-4 x -9 = 36
-3 x -4 = 12
7 x -6 = -42
-4 x 1 = -4
8 x -8 = -64
-6 x -9 = 54
-2 x 5 = -10
-8 x 10 = -80
-5 x -1 = 5
-5 x 6 = -30
-3 x -6 = 18
0 x 4 = 0
-9 x 8 = -72
7 x -8 = -56
-2 x -7 = 14
6 x 8 = 48
3 x -8 = -24
-8 x -8 = 64
7 x -5 = -35
5 x 4 = 20
1 x 8 = 8
2 x 1 = 2
-7 x -8 = 56
-3 x -10 = 30
-6 x 7 = -42
5 x -1 = -5
0 x 6 = 0
0 x -8 = 0
7 x -8 = -56
-3 x -4 = 12
9 x 8 = 72
-10 x -10 = 100
-10 x 1 = -10
0 x -10 = 0
0 x 8 = 0
2 x -5 = -10
7 x -8 = -56
0 x 3 = 0
5 x 1 = 5
7 x 4 = 28
-9 x 1 = -9
-9 x 3 = -27
6 x -3 = -18
-8 x -9 = 72
10 x 7 = 70
-5 x 4 = -20
-8 x 5 = -40
-2 x 4 = -8
-3 x 7 = -21
0 x -7 = 0
3 x -7 = -21
2 x 4 = 8
-1 x 1 = -1
-8 x 2 = -16
1 x -1 = -1
1 x -5 = -5
9 x 7 = 63
0 x -5 = 0
-7 x 7 = -49
5 x -6 = -30
-9 x 5 = -45
-4 x -3 = 12
-6 x 0 = 0
8 x 5 = 40
4 x 6 = 24
-4 x -8 = 32
5 x -4 = -20
-9 x -3 = 27
-1 x -2 = 2
5 x 4 = 20
1 x 9 = 9
-5 x 5 = -25
